,temp,clouds_all,traffic_volume,day_sin,day_cos
0,0.7600188590287602,0,0.7587554067252685,0.24999999999540656,0.9330127018895673
1,0.7381738173817385,0,0.5607646155992744,0.37059047744809526,0.9829629131443616
2,0.6988841741316993,0,0.4635133249616297,0.49999999999669403,1
3,0.668238252,0,0.37002930096274594,0.6294095225455181,0.9829629131460729
4,0.6430928807166434,0,0.32510115808567047,0.7499999999988674,0.9330127018928733
5,0.644035832,0,0.27389423747732666,0.853553391,0.8535533905960646
6,0.6465503693226462,0,0.13994697921026927,0.9330127018925645,0.7499999999994023
7,0.6423070878516426,0,0.076322032,0.9829629131440298,0.6294095225531428
8,0.6380638063806381,0,0.037812195,1,0.5000000000045877
9,0.6251768033946257,0,0.023440770196735034,0.9829629131445214,0.37059047744869195
10,0.6135470689926144,0,0.039347007,0.9330127018935142,0.25000000000224265
11,0.6204620462046209,0,0.097251291,0.8535533905969709,0.14644660941042337
12,0.6261197548326263,0,0.34533277521975725,0.7500000000005123,0.066987298
13,0.6228194247996233,0,0.7547090832984512,0.6294095225543808,0.017037086856301953
14,0.6251768033946257,0,0.8634017022464071,0.5000000000058693,0
15,0.6331918906176335,0,0.7191293428212641,0.3705904774499299,0.017037086855146932
16,0.6386924406726382,0,0.6389005162550578,0.25000000000335265,0.066987298
17,0.6467075278956469,0,0.5957862425003488,0.14644660941132964,0.14644660940212284
18,0.6842684268426846,0,0.6270406027626622,0.066987298,0.2499999999983778
19,0.7141285557127142,0,0.6425282544997907,0.017037086856633687,0.3705904774443813
20,0.7573471632877573,0,0.6041579461420399,0,0.5000000000001249
21,0.7881502435957883,0.08,0.6790846937351751,0.017037086854815198,0.6294095225488321
22,0.8021373565928029,0.08,0.7074089577228966,0.066987298,0.7499999999955375
23,0.8027659908848039,0.08,0.7873587275010464,0.14644660940636145,0.8535533905929089
24,0.7821782178217833,0.24,0.685782057,0.24999999999726785,0.9330127018906419
25,0.7648907747917648,0.24,0.6176922003627738,0.37059047744314333,0.9829629131430346
26,0.730001572,0.24,0.4855588112180829,0.49999999999884326,1
27,0.71035675,0.36,0.3954234686758756,0.6294095225475941,0.9829629131455165
28,0.6999842841427006,0.36,0.5035579740477186,0.7499999999944275,0.9330127018954366
29,0.6911834040546911,0.36,0.3249616296916423,0.8535533905920027,0.8535533905945448
30,0.6792393525066793,0.2,0.22519882796149016,0.9330127018900011,0.75
31,0.6731101681596736,0.2,0.15096972233849587,0.9829629131445861,0.6294095225510666
32,0.6633663366336644,0.2,0.092507325,1,0.5000000000024384
33,0.6616375923306621,0.56,0.077159202,0.9829629131458483,0.37059047745364393
34,0.6474933207606477,0.56,0.046742012,0.9330127018924395,0.2500000000003813
35,0.6423070878516426,0.56,0.055671829217245714,0.8535533905954511,0.14644660940890358
36,0.6404211849756405,0.24,0.11790149295381612,0.75,0.066987298
37,0.637435172,0.24,0.21515278359146087,0.6294095225523046,0.017037086855745676
38,0.6360207449316362,0.24,0.33793777033626343,0.5,0
39,0.6405783435486403,0.2,0.4672805916003907,0.37059047745488194,0.017037087
40,0.6553512494106548,0,0.5085809962327333,0.25000000000149125,0.066987298
41,0.6665095080936667,0,0.5547648946560625,0.14644660940980986,0.14644660940364262
42,0.6925978312116929,0,0.6026231338077298,0.066987298,0.25000000000023914
43,0.7527895646707532,0.12,0.6200641830612529,0.017037087,0.37059047744645734
44,0.792236366,0.12,0.6010883214734198,0,0.4999999999949983
45,0.8079522237938082,0.12,0.5826705734616994,0.017037086855371475,0.6294095225509081
46,0.8191104824768192,0,0.5927166178317287,0.066987298,0.7499999999973987
47,0.8587144428728588,0,0.5575554625366261,0.14644660940273635,0.8535533905892838
48,0.799465661,0,0.5321612948234965,0.24999999999912914,0.9330127018917165
49,0.779820839,0,0.5144411887819171,0.37059047744521934,0.9829629131435909
50,0.7411598302687419,0,0.4633737965676015,0.4999999999937166,1
51,0.7105139085337115,0,0.3940281847355937,0.6294095225496701,0.9829629131449602
52,0.6973125884016977,0,0.373098926,0.7499999999962887,0.9330127018943619
53,0.7034417727487035,0,0.40016743407283384,0.8535533905935224,0.853553391
54,0.6647807637906653,0,0.2863122645458351,0.9330127018910757,0.7500000000019807
55,0.6665095080936667,0.32,0.2345472303613785,0.9829629131432591,0.6294095225560187
56,0.6500078579286499,0.32,0.092507325,1,0.5000000000002891
57,0.6421499292786428,0.32,0.077159202,0.9829629131452919,0.3705904774515679
58,0.6342920006286348,0.08,0.041858518,0.9330127018950027,0.25000000000482114
59,0.6267483891246264,0.08,0.037254081,0.8535533905939314,0.1464466094073838
60,0.6204620462046209,0.08,0.060973908,0.7500000000030907,0.066987298
61,0.6154329718686156,0,0.11120413004046324,0.6294095225572567,0.017037087
62,0.6115040075436116,0,0.16896888516813172,0.5000000000015707,0
63,0.6226622662266226,0,0.2644063066834101,0.37059047745280593,0.017037087
64,0.6399497092566402,0,0.3657039207478722,0.24999999999962996,0.066987298
65,0.6834826339776838,0,0.4854192828240547,0.14644660940829007,0.1464466094051624
